cod_concesion,cod_tipo_sujeto,COD_SUMINISTRO,SECTOR,COD_TIPO_SUMINISTRO,COD_CONTADOR_ACT
VR,PER,981102,3.2,CONT,J17LA638838R
VR,PER,981111,3.2,CONT,Q19GA023973R
VR,PER,981117,2,CONT,Q18EA019862F
VR,SOC,981121,3.1,SIN_CONT,
VR,ENP,981132,3.2,CONT,J17LA638777V
VR,ENP,981133,3.2.1,CONT,D10CA453977M
VR,ENP,981142,3.1,CONT,J17LA638695U
VR,ENP,981143,3,CONT,J130B003901J
VR,PER,981146,2,CONT,Q18GA043454A
VR,PER,981149,3.2.1,CONT,D12TA089314S
VR,PER,981153,3.2,CONT,D12LA037569U
VR,PER,981158,3.2,CONT,J15LA837083O
VR,PER,981169,3.2.1,SIN_CONT,
VR,PER,981170,,SIN_CONT,
VR,PER,981174,3.2.1,SIN_CONT,
VR,PER,981175,3.2,SIN_CONT,
VR,PER,981178,2,CONT,D12TA089664L
VR,PER,981183,3.1,SIN_CONT,
VR,PER,981190,2.2,CONT,Q19GA043223N
VR,ENP,981194,3.2,CONT,10SD113573G
VR,SOC,981200,2.1,CONT,J14LA732467R
VR,ENP,981202,3.2,CONT,J17LA638779X
VR,PER,981204,2.2,CONT,J15LA851218X
VR,ENP,981209,2.2,CONT,Q18GA043763K
VR,ENP,981210,2.2,CONT,J15LA851156A
VR,ENP,981212,2.2,CONT,Q18GA043688Q
VR,ENP,981216,3,CONT,D12TA089844N
VR,PER,981241,3.1,CONT,A15JL001297U
VR,ENP,981248,2.2,CONT,Q18GA043690K
VR,ENP,981249,2.2,CONT,Q18GA043689R
VR,PER,981254,0,CONT,3029375
VR,PER,981591,0,CONT,Q18EA019520M
VR,PER,981264,3,CONT,Q18EA019715V
VR,PER,981286,3,CONT,Q18GA037935X
VR,PER,981289,3.2,CONT,J17LA638763P
VR,PER,981290,2.1,CONT,Q21GA021010S
VR,PER,981299,3,CONT,Q18EA019708W
VR,PER,981320,3.1,CONT,Q18GA043718F
VR,PER,981323,0,CONT,Q18EA018452N
VR,PER,981372,3.2,CONT,J14LA719657N
VR,PER,981375,2,CONT,Q21GA046064B
VR,PER,981382,3,CONT,J17LA639048Z
VR,PER,981386,3,CONT,Q18EA018512I
VR,PER,997613,3.2.1,CONT,J15LA837096T_997613_FICT
VR,SOC,981388,2,SIN_CONT,
VR,PER,981391,3.2,CONT,J17LA639034T
VR,PER,981393,3.2,CONT,J17LA639039V
VR,PER,981399,3,CONT,Q18EA019716W
VR,PER,981401,3.2.1,CONT,C18LA220002I
VR,PER,981402,3.2,CONT,J17LA638769V
VR,PER,981405,3.2,CONT,Q19GA023972K
VR,PER,981406,3.2,CONT,J17LA638771P
VR,PER,981407,2,CONT,J15LA837097U
VR,PER,981411,2,CONT,Q18GA023835I
VR,PER,981413,2.2,CONT,A11OA130009F
VR,PER,981414,3.1,CONT,Q18GA037893E
VR,PER,981416,2,CONT,J14LA732511E
VR,SOC,981417,3.2.1,CONT,Q18GA043490E
VR,PER,981857,,SIN_CONT,
VR,PER,981423,2,CONT,Q18EA019593D
VR,PER,981424,2.2,CONT,Q19GA023815E
VR,PER,981425,3.1,CONT,J15LA851329D
VR,PER,981426,3.2.1,CONT,C18LA220083
VR,PER,981429,3.2.1,CONT,Q18GA043665J
VR,PER,981430,2.2,CONT,J17LA6388862
VR,PER,981432,3.2,CONT,Q21EA037235L
VR,PER,981433,3.1,CONT,Q18GA043518Z
VR,PER,981436,2.2,CONT,Q18EA019866J
VR,PER,981437,3.1,CONT,J14LA732687B
VR,PER,981438,3.1,CONT,J15LA850403S
VR,PER,981439,0,CONT,J15LA851453G
VR,PER,981446,2.1,CONT,J15LA851509F
VR,PER,981452,3.2,CONT,J17LA638829Q
VR,PER,981459,2.2,CONT,J15LA851100K
VR,PER,981460,0,CONT,J14LA732518L
VR,PER,981464,3.2,CONT,J17LA639041S
VR,PER,981472,0,CONT,J14LA719639L
VR,PER,981475,2.2,CONT,Q21GA046115V
VR,PER,981486,2.2,CONT,Q19GA005037K
VR,PER,981487,3.2.1,CONT,Q18GA043572F
VR,PER,981490,2,CONT,Q18EA019785J
VR,PER,981491,3.1,CONT,Q18GA043612W
VR,PER,981494,2,CONT,Q21GA045950S
VR,PER,981496,2.2,CONT,J15LA851442D
VR,PER,981497,2,CONT,J15LA850704C
VR,PER,997540,2.2,CONT,Q21GA045785X
VR,PER,981507,2.2,CONT,J15LA851007O
VR,PER,981510,0,SIN_CONT,Q18GA043071P
VR,PER,40000100227,,CONT,Q18GA043071P
VR,PER,981516,2.2,SIN_CONT,
VR,PER,981519,2,CONT,Q21GA046150Y
VR,PER,981532,3,CONT,Q19GA023878T
VR,PER,981533,2,CONT,Q18GA043368D
VR,PER,981535,3.2,CONT,Q19GA023802Z
VR,PER,981556,3,CONT,Q19GA005215K
VR,PER,981563,2,CONT,J15LA851078D
VR,PER,981566,3.2,CONT,Q18GA042985S
VR,PER,981567,3.2,CONT,Q18GA043050K
VR,ENP,981571,3.1,CONT,10E2013097T
VR,PER,981583,3,CONT,Q18GA043642C
VR,PER,981597,0,CONT,Q21GA045902K
VR,PER,981609,3.1,CONT,J15LA851362E
VR,PER,981620,2,SIN_CONT,Q18EA018437O
VR,PER,40000100054,2,CONT,Q18EA018437O
VR,PER,981624,3.2,CONT,J17LA638768U
VR,PER,981627,3,CONT,Q18GA037929Z
VR,PER,981628,0,CONT,J15LA851231U
VR,SOC,981630,3.2.1,CONT,Q18EA019466
VR,PER,981635,0,CONT,Q19GA023626B
VR,PER,981639,0,CONT,J14LA728108Q
VR,PER,981641,3.2,CONT,J17LA639038X
VR,PER,981645,2,CONT,J15LA851430Z
VR,PER,981647,3.2.1,CONT,Q19GA005170O
VR,PER,981649,2.2,CONT,J15LA851525F
VR,PER,981650,3.2.1,CONT,Q18GA043571E
VR,PER,981659,3,CONT,J17LA638782S
VR,PER,981660,3.1,CONT,Q19GA023731B
VR,PER,981662,0,CONT,J15LA850939T
VR,PER,981663,3.2,CONT,Q21GA045876Z
VR,PER,981668,0,CONT,J14LA728106O
VR,PER,981671,2,SIN_CONT,
VR,PER,981673,0,CONT,Q18GA043860K
VR,PER,981677,2.2,CONT,Q18EA019605Q
VR,PER,981691,3.2,CONT,J17LA638766S
VR,PER,981710,3,CONT,Q18EA019710Q
VR,SOC,981742,,SIN_CONT,
VR,PER,981749,3.1,CONT,Q19GA005026H
VR,PER,981788,0,CONT,Q19GA005129N
VR,PER,981795,3,CONT,Q19GA005213I
VR,PER,981796,3.2,CONT,Q18GA043795S
VR,PER,981797,3.1,CONT,Q18EA019674D
VR,PER,981803,3.2,CONT,Q18GA043305O
VR,PER,981804,3.2,CONT,Q18EA019436R
VR,PER,981806,3,CONT,Q18GA038011S
VR,PER,981808,0,CONT,J14LA732739W
VR,PER,981809,2.1,CONT,J14LA728129V
VR,PER,981810,2,CONT,Q21GA045954W
VR,PER,981811,3.2.1,CONT,Q18GA043189C
VR,PER,981814,2.1,SIN_CONT,Q19GA023955P
VR,PER,40000100117,,CONT,Q19GA023955P
VR,PER,981816,0,CONT,Q18EA019447U
VR,PER,981818,3,CONT,Q19GA023784O
VR,PER,981829,3.2,CONT,1301
VR,PER,981831,2,CONT,J14LA732545O
VR,PER,981833,3.2.1,CONT,Q21EA037250K
VR,PER,981841,3.1,CONT,Q18EA019754C
VR,PER,981850,2.2,CONT,J14LA732720L
VR,PER,981853,2,CONT,Q19GA005108I
VR,PER,981855,3.2.1,CONT,Q18GA043834I
VR,PER,985178,3.2.1,CONT,J17LA638933P
VR,PER,981861,3.1,CONT,Q18GA043808G
VR,PER,981862,3.1,CONT,Q18GA043807F
VR,PER,981864,0,CONT,Q19GA005008F
VR,PER,981878,3.2,CONT,Q19GA005198A
VR,PER,981892,2.2,CONT,Q21GA045916Q
VR,PER,981894,0,CONT,Q19GA023619C
VR,ENP,981895,3.1,CONT,Q18GA043507W
VR,PER,981897,0,CONT,Q18EA019446T
VR,PER,981900,3.2,CONT,J17LA638683Q
VR,PER,981902,0,CONT,95357414
VR,PER,981905,3.2.1,CONT,Q18GA043687P
VR,PER,981914,0,CONT,Q19GA023998A
VR,PER,981915,2,CONT,D12TA089667O
VR,PER,981926,0,CONT,K20UA148252C
VR,SOC,981927,0,CONT,J14LA719614C
VR,PER,981931,3.1,CONT,D03UG0565749
VR,PER,997677,3.1,CONT,J14LA728110K
VR,PER,981954,0,CONT,J15LA850937R
VR,PER,981974,3.1,CONT,J12OA023435Y
VR,PER,981998,3.2,CONT,Q18GA043169Y
VR,PER,982009,3.2.1,SIN_CONT,
VR,PER,982010,,SIN_CONT,
VR,PER,982016,,SIN_CONT,
VR,SOC,982019,2.2.1,SIN_CONT,
VR,SOC,982051,3.2.1,SIN_CONT,
VR,PER,982065,3.2,CONT,J17LA638737
VR,PER,982070,2.2,CONT,Q19GA023890P
VR,PER,982073,0,CONT,J14LA728100L
VR,PER,982076,2,CONT,Q21GA046969D
VR,PER,982077,3.2.1,CONT,C18LA220018Q
VR,PER,982078,3.2.1,CONT,C18LA220016O
VR,PER,982079,3.2.1,CONT,C18LA220011J
VR,PER,982080,3.1,CONT,J14LA719674O
VR,PER,982081,3.1,CONT,Q21GA031123W
VR,PER,982085,2,CONT,J14LA732540J
VR,PER,999715,2,CONT,Q18EA019782G
VR,PER,982112,3.1,CONT,Q21GA031291L
VR,PER,982114,2,CONT,J14LA719603Z
VR,PER,982118,0,CONT,Q19GA023572E
VR,PER,982120,3.1,CONT,Q18EA019660X
VR,PER,982121,2.1,CONT,Q21GA046124W
VR,PER,999938,2.1,CONT,Q21GA046230X
VR,PER,982149,2,CONT,Q21GA046000L
VR,PER,982150,3.2,CONT,Q19GA023902C
VR,PER,997240,3.1,CONT,Q19GA023583H
VR,PER,982157,0,CONT,J14LA719703C
VR,PER,982158,3,CONT,Q18GA043147S
VR,PER,982159,2.2,CONT,J17LA638949X
VR,PER,982167,2.1,CONT,J14LA728174A
VR,PER,982171,2.2,CONT,J15LA851215V
VR,PER,982172,2,CONT,Q18EA019599J
VR,PER,982175,2.1,CONT,Q22GA020978J
VR,PER,982176,3,CONT,Q21GA031137C
VR,PER,982177,3.2.1,CONT,Q18EA019482X
VR,SOC,982971,,SIN_CONT,
VR,PER,982178,3.2.1,SIN_CONT,
VR,PER,982186,3.2.1,CONT,Q18EA019500I
VR,PER,982191,0,CONT,J14LA719616E
VR,PER,982200,3.1,CONT,Q19GA005179X
VR,PER,982201,3.1,CONT,Q19GA023552A
VR,PER,982204,3.2.1,CONT,Q18GA043493H
VR,PER,982207,2,CONT,D12TA089380C
VR,ENP,982210,2.2,CONT,Q18GA037825S
VR,PER,982211,2.2.1,CONT,J15LA837093Q
VR,PER,996371,2.2,CONT,Q18EA019731V
VR,PER,982213,3.2.1,CONT,J12OA02335V
VR,PER,982215,3.1,CONT,Q18EA019638Z
VR,PER,982216,2.1,CONT,Q18EA019798O
VR,PER,982228,3.2,CONT,Q18GA037975F
VR,PER,982234,2.2,CONT,Q19GA005078T
VR,PER,982240,0,CONT,J14LA728107P
VR,PER,982322,3,CONT,Q18EA019438T
VR,PER,982391,3,CONT,Q18GA038012T
VR,PER,982323,3.1,CONT,Q18GA043581G
VR,PER,982324,3.2.1,CONT,J15LA850409Y
VR,PER,982339,2,CONT,Q18GA043846M
VR,PER,982347,1,SIN_CONT,
VR,PER,982349,,SIN_CONT,
VR,SOC,982358,3,SIN_CONT,
VR,SOC,982359,3,SIN_CONT,
VR,SOC,982360,3,SIN_CONT,
VR,SOC,982361,3,SIN_CONT,
VR,SOC,982362,3,SIN_CONT,
VR,SOC,982363,3,SIN_CONT,
VR,SOC,982364,3,SIN_CONT,
VR,SOC,982365,3,SIN_CONT,
VR,SOC,982366,3,SIN_CONT,
VR,SOC,982367,3,SIN_CONT,
VR,SOC,982368,3,SIN_CONT,
VR,SOC,982369,3,SIN_CONT,
VR,PER,982370,,SIN_CONT,
VR,PER,983477,3,SIN_CONT,
VR,PER,984272,3,CONT,Q18EA019650V
VR,PER,982372,2,SIN_CONT,
VR,PER,982373,2,SIN_CONT,
VR,PER,982374,2,SIN_CONT,
VR,SOC,982375,2,SIN_CONT,
VR,PER,982376,2,SIN_CONT,
VR,PER,982377,2,SIN_CONT,
VR,PER,982378,2,SIN_CONT,
VR,PER,982379,2,SIN_CONT,
VR,PER,982380,2,SIN_CONT,
VR,PER,982381,2,SIN_CONT,
VR,PER,982382,2,SIN_CONT,
VR,PER,982383,2,SIN_CONT,
VR,PER,982384,2,SIN_CONT,
VR,PER,982385,2,SIN_CONT,
VR,PER,982386,2,SIN_CONT,
VR,SOC,982397,2.1,SIN_CONT,
VR,SOC,982401,,SIN_CONT,
VR,ENP,982436,2,CONT,D12TA089798Y
VR,PER,982440,0,CONT,D12TA089792S
VR,PER,982443,3.1,CONT,Q19GA005208L
VR,PER,982468,3.1,CONT,J15LA830992M
VR,PER,982474,3.1,CONT,J15LA851196L
VR,PER,982500,3.2,CONT,Q18EA019434P
VR,PER,982517,2.2,CONT,J15LA851365H
VR,PER,982560,3.2.1,CONT,J17LA638914M
VR,PER,982585,0,CONT,J14LA728102K
VR,PER,982587,2,CONT,D12TA089426Z
VR,PER,982588,3.2,CONT,J17LA638724I
VR,PER,982592,3.1,CONT,J14LA732562P
VR,PER,982593,2.2,CONT,Q18GA043101
VR,PER,982598,2,CONT,D12TA089621A
VR,PER,982603,2.2,CONT,J15LA851446H
VR,PER,982611,3.2,CONT,J17LA639000J
VR,PER,999343,2.2,CONT,J15LA851432B
VR,PER,982613,3.2,SIN_CONT,
VR,PER,982616,3.2,CONT,Q19GA005046L
VR,PER,982617,3.2,CONT,J17LA638987D
VR,PER,982619,3.2,CONT,J17LA638984A
VR,PER,982623,0,CONT,Q18GA043887V
VR,PER,982624,3.2,CONT,J17LA638770O
VR,PER,982628,3.2.1,CONT,C18LA220043R
VR,PER,982639,3.2,CONT,J17LA639040R
VR,PER,982640,3.2,CONT,J17LA638765R
VR,CON,982643,3.2.1,CONT,Q21EA037160J
VR,PER,982653,3.2,CONT,Q21GA045822L
VR,PER,982654,2,CONT,Q18EA019787L
VR,PER,982655,3.2,CONT,J17LA638837Q
VR,PER,982656,2.2,CONT,J15LA851521B
VR,PER,982657,3.2,CONT,J17LA638999H
VR,PER,982660,3,CONT,Q19GA023776O
VR,PER,982661,0,CONT,J15LA851457K
VR,PER,982662,3.1,CONT,Q19GA005016F
VR,PER,999039,3.1,CONT,Q19GA005014D
VR,PER,982723,3,CONT,Q18GA043125M
VR,PER,982724,2,CONT,Q18EA019384W
VR,PER,982727,3.2,CONT,J17LA638817M
VR,PER,982729,3.2,CONT,J17LA638839S
VR,PER,982730,3.1,CONT,Q18GA043166Y
VR,PER,982731,2.2,CONT,J17LA638851O
VR,PER,982732,3.2.1,CONT,Q18GA043661F
VR,PER,982739,2,CONT,Q21GA046158G
VR,PER,982742,3.2,CONT,J17LA638723H
VR,PER,982744,3.2,CONT,J17LA638841M
VR,PER,982745,3.2,CONT,J17LA638764Q
VR,PER,982746,3.2.1,CONT,J15LA851030N
VR,PER,982747,2.2,CONT,J15LA8503532
VR,PER,982750,0,CONT,J14LA719742J
VR,PER,982752,2.2,CONT,J17LA638905L
VR,PER,982757,2.2,CONT,Q18GA043590H
VR,PER,982758,3.2,CONT,J17LA638985B
VR,PER,982763,3.2.1,CONT,Q21GA037143I
VR,PER,982766,3.2,CONT,Q19GA004914A
VR,PER,982767,2.2,CONT,J17LA639017S
VR,PER,982775,2.2,CONT,J15LA851424B
VR,PER,982779,3.2,CONT,Q18GA04389W
VR,PER,982780,2,CONT,D12TA089661I
VR,PER,982788,2.1,CONT,Q18GA043219R
VR,PER,982789,0,CONT,Q18EA019448V
VR,PER,982790,3.2,CONT,J17LA638900D
VR,PER,982791,3.2,CONT,J17LA638795X
VR,PER,982797,3.2,CONT,J17LA638767T
VR,PER,982798,0,CONT,J14LA732495V
VR,PER,982800,0,CONT,Q18EA019662Z
VR,PER,982802,2.2,CONT,D12TA089562G
VR,PER,982804,3.2,CONT,J17LA638772Q
VR,PER,982810,0,CONT,J15LA851273E
VR,PER,982818,3,CONT,Q18GA038076J
VR,PER,982823,2.2,CONT,Q21GA045988G
VR,PER,982825,2.2,CONT,J15LA851134V
VR,PER,982826,3.2,CONT,Q18GA043077V
VR,PER,982827,0,CONT,J14LA719744L
VR,PER,982833,0,CONT,Q18GA043551A
VR,PER,982838,3.2.1,CONT,Q18GA043350T
VR,PER,982840,2,SIN_CONT,Q18EA019792I
VR,PER,40000100186,,CONT,Q18EA019792I
VR,PER,982866,3,CONT,Q18GA043290V
VR,PER,982867,3,CONT,Q18GA043364L
VR,PER,982869,3,CONT,Q18GA043360V
VR,PER,982881,3.2.1,CONT,C18LA220001H
VR,PER,982882,3.2,CONT,J17LA638728M
VR,PER,982898,2.2,CONT,Q19GA005307
VR,PER,982904,3.2.1,CONT,4144651
VR,PER,982915,0,CONT,Q18EA019632T
VR,PER,982918,3.1,CONT,Q18GA043889X
VR,PER,982960,3.2.1,SIN_CONT,
VR,SOC,982962,2.2,SIN_CONT,
VR,PER,996136,2.2,CONT,Q18GA042857L
VR,PER,982963,3.2.1,SIN_CONT,
VR,PER,982964,,SIN_CONT,
VR,PER,999661,2.1,CONT,J14LA728151T
VR,PER,982965,2.1,SIN_CONT,
VR,PER,983006,2.1,CONT,Q18EA019423M
VR,PER,983026,3.2.1,CONT,J17LA638921L
VR,ENP,983027,3.1,CONT,4W1371
VR,ENP,983028,3.1,CONT,D04UG0719998
VR,PER,983029,2.2,CONT,D12TA089594O
VR,PER,983031,0,CONT,Q18GA043549G
VR,PER,983052,2,CONT,Q21GA046193J
VR,PER,983243,2,CONT,Q21GA046195L
VR,PER,983056,3,CONT,Q18EA019704S
VR,PER,983057,3,CONT,Q18EA019705T
VR,PER,983058,3,CONT,Q18EA019706U
VR,PER,983059,3,CONT,Q18EA019711R
VR,PER,983060,3,CONT,Q18GA037959F
VR,PER,983062,3,CONT,J15LA850996C
VR,PER,983065,3,CONT,J15LA851335B
VR,PER,983066,3,CONT,J15LA850995B
VR,PER,983072,3.1,CONT,1206566
VR,PER,983076,3,CONT,Q21GA046175H
VR,PER,983077,3.2,CONT,J17LA638986C
VR,PER,983080,3.1,CONT,J14LA719766R
VR,PER,983089,3.1,CONT,J15LA851054V
VR,PER,983090,0,CONT,Q18GA043358B
VR,PER,983091,0,CONT,Q19GA023950K
VR,PER,983092,0,CONT,Q19GA023614X
VR,PER,983096,0,CONT,Q18GA043486I
VR,PER,983098,3.2.1,CONT,2122217
VR,PER,983106,3.2.1,CONT,J17LA638852P
VR,PER,983108,2.2,CONT,J15LA837075O
VR,PER,983109,2,CONT,Q18EA019394Y
VR,PER,983119,,SIN_CONT,
VR,PER,983122,3,CONT,J15LA851168E
VR,PER,983126,3.2,CONT,J17LA638760M
VR,PER,983129,3.2,CONT,Q18GA043274Y
VR,PER,983149,3.2.1,SIN_CONT,
VR,PER,983151,2,CONT,Q18EA019802T
VR,SOC,983153,3.2,SIN_CONT,
VR,PER,983158,0,CONT,J14LA719759S
VR,PER,983161,3,CONT,Q18EA019709X
VR,SOC,983166,3.2,CONT,A13JE000614F
VR,PER,983179,2.2,CONT,Q19GA005506L
VR,PER,983181,3.2.1,CONT,Q18GA043736H
VR,PER,983182,3.2,CONT,Q18GA043268A
VR,PER,983185,2.2,CONT,Q19GA005194W
VR,PER,983187,3.1,SIN_CONT,Q19GA023984U
VR,PER,40000100116,,CONT,Q19GA023984U
VR,PER,983190,2.1,CONT,J17LA638922M
VR,PER,996802,3.2.1,CONT,Q18GA043852K
VR,PER,983192,3.1,CONT,Q18GA043520T
VR,PER,983193,2.2,CONT,Q21GA045829S
VR,PER,983195,3.2,CONT,Q18GA038041Y
VR,PER,983197,3.1,CONT,Q18GA043521U
VR,SOC,983199,3.2,CONT,Q18EA019468Z
VR,PER,983206,3.2.1,CONT,Q18GA037902O
VR,PER,983207,2.2,CONT,Q19GA005163P
VR,PER,983208,3.1,CONT,Q18GA043513U
VR,PER,983210,3.1,SIN_CONT,
VR,PER,996311,3.1,CONT,Q19GA023563D
VR,PER,983212,3.2.1,CONT,D12TA089799Z
VR,PER,983214,2.2,CONT,Q18EA019587F
VR,PER,983219,2,CONT,Q21GA046085G
VR,PER,983222,2.2,CONT,Q18GA043702X
VR,PER,983223,0,CONT,4156291
VR,PER,983225,3,CONT,D12TA089451A
VR,PER,983228,2.1,CONT,Q19GA043226Q
VR,PER,983231,2.1,SIN_CONT,
VR,CON,983235,3.2.1,CONT,C18LA220041P
VR,PER,983241,0,CONT,Q19GA005237Q
VR,PER,983244,0,CONT,Q19GA023618B
VR,PER,983252,3.1,SIN_CONT,
VR,PER,983260,2.1,CONT,4156305
VR,PER,989133,2.1,CONT,Q19GA023935L
VR,SOC,983261,3.2.1,SIN_CONT,
VR,PER,989144,,SIN_CONT,
VR,PER,983265,0,CONT,Q18GA043809H
VR,SOC,983276,3.2.1,CONT,Q18GA043628E
VR,PER,983287,2.1,CONT,Q18EA019490X
VR,PER,983301,3,CONT,Q18GA043062O
VR,PER,983316,,SIN_CONT,
VR,PER,983327,3.2,CONT,Q18GA043085V
VR,PER,998775,3.1,CONT,Q18GA037867C
VR,PER,983328,3.2,CONT,J17LA639037W
VR,PER,988794,3.2,CONT,J17LA639036V
VR,PER,983337,3.2,CONT,Q19GA023930G
VR,PER,983341,3.2,CONT,Q18GA043272W
VR,PER,983345,3,CONT,Q18EA019440N
VR,SOC,983349,,SIN_CONT,
VR,PER,983351,,SIN_CONT,
VR,PER,983353,2.1,SIN_CONT,
VR,PER,983356,3.2,SIN_CONT,
VR,PER,983358,,SIN_CONT,
VR,PER,983371,2.2,CONT,J15LA851213S
VR,PER,983377,2.2,CONT,32701
VR,PER,983383,3.2.1,CONT,J15LA836987P
VR,SOC,983392,3.2.1,CONT,Q21BC000445S
VR,PER,983417,0,CONT,J14LA732700H
VR,PER,983418,0,CONT,J14LA732677Z
VR,PER,983419,0,CONT,J14LA732579V
VR,PER,983420,0,CONT,J14LA732551M
VR,PER,983421,0,CONT,J14LA732501C
VR,PER,983422,0,CONT,J14LA732683X
VR,PER,983425,0,CONT,J14LA732678A
VR,PER,983426,0,CONT,J14LA732699F
VR,PER,983431,0,CONT,J14LA732684Y
VR,PER,983440,0,CONT,J14LA732582T
VR,PER,983441,0,CONT,J14LA732686A
VR,PER,983443,0,CONT,J14LA732500B
VR,PER,983444,0,CONT,J14LA732578X
VR,PER,983445,0,CONT,J14LA732705M
VR,PER,983446,0,CONT,J14LA732479V
VR,PER,983449,0,CONT,J14LA73248L
VR,PER,983452,0,CONT,J14LA732580R
VR,PER,983455,,SIN_CONT,
VR,PER,983456,0,CONT,Q21GA045823M
VR,PER,983463,0,CONT,J14LA732585W
VR,PER,983467,0,CONT,J14LA732688C
VR,PER,983468,0,CONT,J14LA732698E
VR,PER,983471,0,CONT,J14LA732693Z
VR,SOC,983472,3.2,CONT,Q19GA004895O
VR,PER,983473,3,CONT,Q18GA043447B
VR,PER,983475,,SIN_CONT,
VR,PER,983480,0,CONT,J14LA732554P
VR,PER,983481,2.1,CONT,Q18EA019410H
VR,PER,983503,0,CONT,J14LA732682W
VR,PER,983510,3.2,SIN_CONT,
VR,PER,983512,0,CONT,J14LA732680U
VR,PER,983521,2,CONT,D12TA089425Y
VR,PER,983523,3.1,CONT,J15LA851476N
VR,PER,983524,2,CONT,D12TA089334W
VR,PER,983527,0,CONT,J14LA732706N
VR,PER,983528,0,CONT,Q21GA031148F
VR,PER,983532,0,CONT,J14LA732577W
VR,PER,983546,0,SIN_CONT,
VR,PER,983559,2,CONT,Q19GA023837K
VR,PER,983563,2,CONT,D12TA089424X
VR,PER,983573,3.2,CONT,J17LA638998G
VR,PER,983579,2.2,CONT,Q22GA021031X
VR,PER,983586,2,CONT,Q18GA043844K
VR,PER,983591,3.2,CONT,Q18GA043273X
VR,PER,983616,2.2,CONT,Q19GA023891Q
VR,PER,999930,3.1,CONT,J15LA851538K
VR,PER,983618,0,CONT,Q18GA042884O
VR,PER,983620,3.2.1,CONT,C18LA220045T
VR,PER,983621,0,CONT,J14LA732685Z
VR,PER,983625,0,CONT,J14LA732581S
VR,PER,983629,3.2.1,CONT,J15LA850499Q
VR,PER,983632,0,CONT,Q19GA005125J
VR,PER,983645,3.1,CONT,D12TA089390E
VR,PER,983651,0,CONT,J14LA732502D
VR,PER,983654,2.2,CONT,J17LA638688T
VR,PER,983655,2.2,CONT,J17LA638659Q
VR,PER,983656,,CONT,202397
VR,PER,983657,,CONT,202399
VR,PER,983663,2.1,CONT,Q21GA031238G
VR,PER,983669,3,SIN_CONT,Q21GA031187M
VR,PER,40000100269,,CONT,Q21GA031187M
VR,PER,983677,0,CONT,J14LA732584V
VR,PER,983678,0,CONT,J14LA732696C
VR,PER,983686,2.2,CONT,J15LA850352V
VR,PER,996102,2.2,CONT,Q21GA046179L
VR,PER,983695,2.2,CONT,Q18GA042988V
VR,PER,999906,2.2,SIN_CONT,
VR,PER,983716,0,CONT,J14LA732676Y
VR,SOC,983749,3.1,CONT,J14LA732689D
VR,PER,983760,0,CONT,Q18EA019443Q
VR,PER,983761,2.1,CONT,Q18EA019411I
VR,PER,996807,3.1,CONT,Q18GA042900X
VR,PER,983762,3.2.1,CONT,4159964
VR,PER,983764,3.2,CONT,J17LA638730G
VR,PER,983768,2.1,CONT,J14LA728179F
VR,PER,983771,2.2,CONT,Q19GA005035I
VR,PER,983772,2,CONT,D12TA089374E
VR,PER,983774,3.2.1,SIN_CONT,
VR,PER,983780,0,CONT,J14LA732697D
VR,PER,983785,0,CONT,OA023379H
VR,PER,983787,2.2,CONT,Q18GA037926W
VR,PER,983793,2,CONT,Q18GA043839N
VR,PER,983796,3.1,CONT,Q19GA005027I
VR,PER,983797,3.1,CONT,Q19GA005015E
VR,PER,983808,2.1,CONT,J15LA850948U
VR,PER,983809,0,CONT,J14LA732497X
VR,PER,983811,2.2,CONT,J15LA851268H
VR,PER,983812,0,CONT,J14LA732659X
VR,PER,983820,2,CONT,Q18EA019803U
VR,PER,983823,3,CONT,J15LA851336C
VR,PER,983833,2,CONT,D12TA089459L
VR,PER,983840,3.2.1,CONT,J17LA638704E
VR,PER,983841,3.1,CONT,JLA836982K
VR,PER,983844,3.2.1,CONT,J17LA638920K
VR,PER,983845,3.2,CONT,Q18GA037820N
VR,PER,983846,3.2,CONT,J17LA638982Y
VR,PER,998171,2.2,CONT,Q18GA043242Q
VR,PER,983849,2,CONT,G17WA142200R
VR,PER,983851,3.2.1,CONT,J17LA638705F
VR,PER,983853,3.2.1,CONT,J17LA638707H
VR,PER,983854,3.2.1,CONT,J17LA638810F
VR,PER,983858,3.2,CONT,J17LA638992A
VR,PER,983859,2.2,CONT,L356038
VR,PER,983861,3.2.1,CONT,J17LA638711D
VR,PER,983863,3.2,CONT,Q18GA043051L
VR,PER,983870,3.1,CONT,Q18EA019655A
VR,SOC,983906,2.2,SIN_CONT,Q18GA043498M
VR,PER,40000100064,,CONT,Q18GA043498M
VR,PER,983918,3.2.1,CONT,J17LA638806J
VR,PER,983920,,SIN_CONT,
VR,SOC,987084,,SIN_CONT,
VR,PER,983929,2.2,CONT,Q19GA005185V
VR,PER,996364,3.2.1,CONT,Q18EA019733X
VR,PER,983931,0,CONT,Q18GA043217P
VR,PER,983935,3.2.1,CONT,J17LA638809M
VR,PER,983941,3.1,CONT,Q18EA019740W
VR,PER,983942,3.2,CONT,J17LA638990V
VR,PER,983953,0,CONT,Q18EA019663A
VR,PER,983956,3,CONT,Q19GA023782M
VR,PER,999756,3,CONT,Q19GA023877S
VR,PER,983957,3.2.1,CONT,J17LA638703D
